fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1.pos,Foci2.pos,Foci3.pos,mouse,strain,sex,category
5jun18_21may18_KAZ_m2_sp1_4_rev,83,6.0563,0.072688,0.67648,6,3,5jun18_21may18_KAZ_m2_sp1_4_rev_3,1,0,,,1,55,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,60,2.7397,0.045423,0.68058,4,4,5jun18_21may18_KAZ_m2_sp1_4_rev_4,1,0,,,2,11,44,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,76,3.5294,0.046708,0.66091,7,5,5jun18_21may18_KAZ_m2_sp1_4_rev_5,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,71,3.3745,0.047617,0.6889,5,6,5jun18_21may18_KAZ_m2_sp1_4_rev_6,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,92,2.3881,0.025874,0.61519,6,8,5jun18_21may18_KAZ_m2_sp1_4_rev_8,1,0,,,2,56,78,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,80,5.2415,0.065548,0.6763,2,9,5jun18_21may18_KAZ_m2_sp1_4_rev_9,1,0,,,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,74,3.4571,0.046432,0.57837,5,2,5jun18_21may18_KAZ_m2_sp1_5.1_rev_2,1,0,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,63,2.2222,0.035298,0.57757,1,6,5jun18_21may18_KAZ_m2_sp1_5.1_rev_6,1,1,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,71,4.1176,0.058398,0.53685,7,9,5jun18_21may18_KAZ_m2_sp1_5.1_rev_9,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,44,2.5352,0.057083,0.52996,4,16,5jun18_21may18_KAZ_m2_sp1_5_rev_16,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,70,4.3478,0.061747,0.52533,8,17,5jun18_21may18_KAZ_m2_sp1_5_rev_17,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,74,3.4948,0.047364,0.56475,5,2,5jun18_21may18_KAZ_m2_sp1_5_rev_2,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,78,6.388,0.081683,0.55347,4,6,5jun18_21may18_KAZ_m2_sp1_5_rev_6,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,63,1.9444,0.030849,0.5647,1,7,5jun18_21may18_KAZ_m2_sp1_5_rev_7,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,85,2.8306,0.033443,0.6906,2,1,5jun18_21may18_KAZ_m2_sp1_6_rev_1,1,0,,maybe duplicate?,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,67,4.4248,0.066133,0.6522,5,10,5jun18_21may18_KAZ_m2_sp1_6_rev_10,1,0,,,1,31,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,193,4.7355,0.024546,0.68675,14,2,5jun18_21may18_KAZ_m2_sp1_6_rev_2,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,114,6.127,0.053752,0.69013,8,3,5jun18_21may18_KAZ_m2_sp1_6_rev_3,,,X,XY,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,77,7.3028,0.095051,0.67284,2,4,5jun18_21may18_KAZ_m2_sp1_6_rev_4,1,0,,,1,48,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,62,3.0986,0.04995,0.69091,4,6,5jun18_21may18_KAZ_m2_sp1_6_rev_6,1,0,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,117,3.7143,0.031701,0.6534,6,8,5jun18_21may18_KAZ_m2_sp1_6_rev_8,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,47,5.9762,0.128,0.6914,1,9,5jun18_21may18_KAZ_m2_sp1_6_rev_9,1,0,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,59,5.5738,0.094656,0.6782,4,1,5jun18_21may18_KAZ_m2_sp1_7_rev_1,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,52,4.7856,0.091158,0.64286,2,11,5jun18_21may18_KAZ_m2_sp1_7_rev_11,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,75,5.5861,0.074559,0.67,9,2,5jun18_21may18_KAZ_m2_sp1_7_rev_2,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,97,4.9457,0.050787,0.64923,4,4,5jun18_21may18_KAZ_m2_sp1_7_rev_4,1,0,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,93,4.9736,0.053751,0.68394,3,5,5jun18_21may18_KAZ_m2_sp1_7_rev_5,0,,x,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,168,7.8439,0.046784,0.67694,12,6,5jun18_21may18_KAZ_m2_sp1_7_rev_6,0,,x,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,90,4.2871,0.047897,0.63106,3,7,5jun18_21may18_KAZ_m2_sp1_7_rev_7,1,0,,other faint foci toward end,1,12,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,60,4.2678,0.071277,0.6168,5,1,5jun18_21may18_KAZ_m2_sp1_8.1_rev_1,0,,X,bad twist,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,107,3.1884,0.029837,0.55817,1,10,5jun18_21may18_KAZ_m2_sp1_8.1_rev_10,1,1,,,1,59,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,46,3.7793,0.083047,0.57657,1,11,5jun18_21may18_KAZ_m2_sp1_8.1_rev_11,0,,X,incomplete sc segmentation,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,102,5.2417,0.05164,0.54414,1,12,5jun18_21may18_KAZ_m2_sp1_8.1_rev_12,1,1,,,1,92,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,164,20.5589,0.12538,0.57055,15,13,5jun18_21may18_KAZ_m2_sp1_8.1_rev_13,0,,,XY,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,113,4.5365,0.040035,0.5371,2,14,5jun18_21may18_KAZ_m2_sp1_8.1_rev_14,1,1,,,2,38,104,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,83,3.3333,0.0401,0.60901,9,2,5jun18_21may18_KAZ_m2_sp1_8.1_rev_2,1,0,,,1,32,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,77,5.0746,0.066171,0.6725,1,3,5jun18_21may18_KAZ_m2_sp1_8.1_rev_3,0,,X,bad twist,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,67,2.9622,0.044427,0.66232,4,4,5jun18_21may18_KAZ_m2_sp1_8.1_rev_4,1,0,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,130,5.2435,0.040439,0.63157,3,6,5jun18_21may18_KAZ_m2_sp1_8.1_rev_6,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,74,6.5995,0.089613,0.6631,4,7,5jun18_21may18_KAZ_m2_sp1_8.1_rev_7,0,,X,merded,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,96,2.8125,0.029214,0.63068,1,8,5jun18_21may18_KAZ_m2_sp1_8.1_rev_8,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,116,3.8806,0.033464,0.62435,9,1,5jun18_21may18_KAZ_m2_sp1_8.2_rev_1,1,0,,,1,33,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,49,5.9904,0.12139,0.65845,4,10,5jun18_21may18_KAZ_m2_sp1_8.2_rev_10,1,0,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,124,5.7801,0.046673,0.62397,1,11,5jun18_21may18_KAZ_m2_sp1_8.2_rev_11,1,1,,,1,100,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,70,4.2458,0.060668,0.61437,8,14,5jun18_21may18_KAZ_m2_sp1_8.2_rev_14,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,93,5.6404,0.060615,0.66649,1,2,5jun18_21may18_KAZ_m2_sp1_8.2_rev_2,1,1,,,1,87,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,64,5.3731,0.083375,0.68595,2,6,5jun18_21may18_KAZ_m2_sp1_8.2_rev_6,1,0,,,1,60,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,198,3.5162,0.017754,0.62981,1,8,5jun18_21may18_KAZ_m2_sp1_8.2_rev_8,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,82,2.5,0.030353,0.65503,6,9,5jun18_21may18_KAZ_m2_sp1_8.2_rev_9,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,68,4.665,0.068848,0.54074,1,1,5jun18_21may18_KAZ_m2_sp1_8.3_rev_1,1,1,,(possible duplicates?),1,10,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,50,2.7692,0.055124,0.42227,1,10,5jun18_21may18_KAZ_m2_sp1_8.3_rev_10,1,1,,,1,45,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,88,4.4303,0.050109,0.46131,1,11,5jun18_21may18_KAZ_m2_sp1_8.3_rev_11,1,1,,,1,73,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,126,4.377,0.034679,0.41498,2,12,5jun18_21may18_KAZ_m2_sp1_8.3_rev_12,1,1,,,2,17,121,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,68,6.3023,0.093104,0.41821,1,14,5jun18_21may18_KAZ_m2_sp1_8.3_rev_14,1,1,,,1,56,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,109,6.1446,0.056195,0.4114,2,16,5jun18_21may18_KAZ_m2_sp1_8.3_rev_16,1,1,,,2,30,106,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,80,4.4924,0.055892,0.50768,4,2,5jun18_21may18_KAZ_m2_sp1_8.3_rev_2,1,0,,foci vry faint,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,64,4.899,0.076792,0.53274,2,3,5jun18_21may18_KAZ_m2_sp1_8.3_rev_3,1,,X,some asynapsis,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,150,6.649,0.04418,0.48228,2,4,5jun18_21may18_KAZ_m2_sp1_8.3_rev_4,0,,X,strange noise at end of chrm was tacked on,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,111,4.9151,0.04447,0.45298,4,5,5jun18_21may18_KAZ_m2_sp1_8.3_rev_5,0,,X,merged cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,100,7.5256,0.075017,0.4469,2,6,5jun18_21may18_KAZ_m2_sp1_8.3_rev_6,1,1,,,1,96,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,100,4.484,0.044712,0.47348,2,7,5jun18_21may18_KAZ_m2_sp1_8.3_rev_7,1,0,,maybe werid twist in SC isolation,1,44,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.3_rev,120,5.8775,0.048914,0.41856,2,9,5jun18_21may18_KAZ_m2_sp1_8.3_rev_9,1,0,,,1,102,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,60,3.4758,0.058027,0.62882,3,1,5jun18_21may18_KAZ_m2_sp1_9.2_rev_1,1,0,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,101,2.8125,0.027869,0.48627,2,10,5jun18_21may18_KAZ_m2_sp1_9.2_rev_10,1,1,,first foci very faint,2,12,85,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,82,3.5004,0.042512,0.58097,6,11,5jun18_21may18_KAZ_m2_sp1_9.2_rev_11,0,,X,merge,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,66,4.8521,0.073847,0.49877,3,12,5jun18_21may18_KAZ_m2_sp1_9.2_rev_12,1,0,,,1,46,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,91,3,0.032972,0.49995,3,14,5jun18_21may18_KAZ_m2_sp1_9.2_rev_14,1,0,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,73,3.2492,0.044623,0.50199,4,15,5jun18_21may18_KAZ_m2_sp1_9.2_rev_15,1,0,,,1,69,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,95,4.6246,0.048713,0.53453,3,16,5jun18_21may18_KAZ_m2_sp1_9.2_rev_16,1,0,,,2,28,83,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,51,2.8986,0.057331,0.50714,5,17,5jun18_21may18_KAZ_m2_sp1_9.2_rev_17,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,69,4.1349,0.059872,0.53279,1,2,5jun18_21may18_KAZ_m2_sp1_9.2_rev_2,1,1,,,1,61,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,83,4.3481,0.052664,0.5777,7,3,5jun18_21may18_KAZ_m2_sp1_9.2_rev_3,1,0,,foci faint and hard to distinguish,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,77,2.9398,0.038326,0.58072,2,5,5jun18_21may18_KAZ_m2_sp1_9.2_rev_5,1,0,,,1,23,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,112,4.563,0.040808,0.5404,8,6,5jun18_21may18_KAZ_m2_sp1_9.2_rev_6,0,,X,merge,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,48,3.5568,0.074108,0.52997,1,7,5jun18_21may18_KAZ_m2_sp1_9.2_rev_7,1,1,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,84,3.945,0.046904,0.51776,3,8,5jun18_21may18_KAZ_m2_sp1_9.2_rev_8,1,0,,,1,62,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_9.2_rev,132,23.7512,0.17983,0.52473,6,9,5jun18_21may18_KAZ_m2_sp1_9.2_rev_9,0,,X,merge,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
