row.name,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22
177,96.17604954,81.88737563,67.92535,56.00240669,57.25821507,47.20420632,68.43233494,36.65347887,50.48443911,37.38827642,59.31918353,49.60775217,27.61315096,26.86099432,30.03334143,28.99986699,35.09727356,23.95816295,29.18994372,18.7181181,11.32161656,15.78158999
178,65.53730987,60.35178472,49.58402,42.64120034,45.99306583,41.21828426,40.32987465,32.72476766,35.90473583,34.46440774,36.45893005,39.11447378,28.93823693,25.21400045,26.01207135,24.31839581,27.41190725,20.11538454,23.59477582,18.04590589,10.69046018,14.50664426
179,91.37782261,70.52606339,56.96409,57.25813569,46.81182739,46.13900391,42.943873,40.00132213,42.71770206,38.70216895,37.20177205,38.41026634,27.55260584,31.46467243,25.89762044,27.81690856,33.38298411,19.77470712,31.6021162,22.84617039,10.61445066,15.91217479
180,82.33087919,75.12823316,50.97721,39.64059179,46.23643709,54.87859089,52.43320857,34.00142813,46.61730504,37.11132485,47.44749819,37.54278819,24.73181999,32.14191507,29.48488947,27.12018987,30.18809136,22.79457738,25.55463817,18.30102893,11.67195261,16.21267492
181,74.78343296,67.2087573,55.50418,42.33450546,51.77065236,48.58843492,58.17144606,35.43834262,46.24686313,37.19563286,34.44260303,43.33138291,23.94955221,28.4920607,31.75760706,27.16509593,33.20484175,21.64980366,31.86094128,19.93177247,7.950129471,14.94583187
182,78.16477715,85.11804504,63.08118,46.02183006,47.21246247,54.21222414,53.71219769,36.8395863,43.21997778,51.26538643,38.94985352,44.79319817,27.54665189,31.59417759,33.28573616,25.59070592,34.50642944,20.80873726,32.04733979,20.14315379,10.82618127,16.01588741
183,89.96747599,85.40777777,61.74811,45.89412432,50.56305779,56.71870728,59.00963075,48.43627827,51.9955002,42.10055468,48.56591573,41.55509293,33.29555357,29.53111863,31.18869996,29.10404799,32.59314555,21.28067956,24.10781894,20.12431282,17.1596741,19.39453777
184,74.31576957,60.10820177,52.18462,49.13884507,45.20349189,41.36337555,41.65890346,33.82542919,36.51690835,34.64292057,34.60539742,34.47308728,24.96645613,25.61178821,26.93860744,25.95014227,34.25758054,18.78507496,26.48502185,18.74359574,10.80998386,15.21420974
185,95.60735413,95.99504928,59.30754,48.63090647,50.64577808,70.58671435,60.446016,43.31600848,50.23291754,52.00820197,46.15781841,54.20484124,33.56287296,33.18901745,30.37520434,30.65337317,33.22251838,22.2927621,28.48615967,20.32529721,11.85742496,15.7328337
186,65.90462926,56.69589701,45.61127,38.01656431,42.95919451,42.69116065,42.50055467,35.28253421,40.70859917,32.19838504,36.69364822,33.87925295,24.46791685,26.37893559,29.09163729,26.62542936,26.3914733,18.61180426,24.83087,16.36179373,8.215612397,14.01870302
187,73.09407074,66.37025507,58.86986,39.89843777,50.2571303,40.82667273,51.9812107,34.4829047,42.8343996,36.5202161,42.22968937,42.12855151,26.4216109,27.7241327,29.99523611,27.51661749,31.8304041,21.40923208,28.61648515,19.91880343,10.20114027,17.52182016
188,64.72942421,63.27329828,50.70609,32.70674702,42.0120392,43.43815719,41.42598471,31.02325937,37.7535053,32.56194682,34.24599017,30.37369601,26.27552993,21.46753322,28.15972411,31.53048349,28.84294717,16.62939626,23.594969,14.93432883,10.60723711,15.19878502
189,57.64728625,41.08793232,40.43265,32.50960493,33.48785312,29.72119536,30.81283334,22.52796452,25.33863395,24.4613278,19.72508817,24.33503249,18.62207153,17.16538725,18.39451927,24.95004173,20.11643772,13.4115874,16.55737986,14.21318833,8.041203827,11.10561497
190,68.38089276,63.87361581,55.22191,44.07036146,43.31622017,50.7785116,43.14770999,33.43294441,44.28261338,34.70960487,34.59745881,32.94448187,26.45400836,24.76373319,25.45426242,24.13384435,27.45170614,18.71525755,23.5265382,17.02635047,10.55929321,13.27188113
191,90.80089751,73.42399928,53.1276,51.73177964,53.56660362,47.95482816,53.41521437,31.41061051,43.89415083,35.98184618,40.75040917,55.91656387,29.87250523,28.21918429,41.70754067,32.89380709,37.96837696,19.82003127,28.68113188,20.82805189,9.914003465,17.24316444
192,67.73535163,55.50158638,48.34131,44.45633658,40.11164232,38.14143861,38.6166966,29.30611202,33.36811245,32.19674439,35.33479671,31.791796,24.6395866,23.1596078,24.25438417,24.4811161,23.65599308,16.86533169,21.33682669,16.41473101,9.649150335,12.93966626
193,81.37361539,79.02169695,60.70865,51.20952509,63.50783122,53.26094076,52.39790823,52.20015751,46.10603223,44.08046996,41.89322471,48.36300491,29.34437611,32.58412199,29.63590825,30.90216914,35.0027512,26.03445822,28.93482333,20.03332844,11.33934082,16.83337879
194,66.90634927,52.62399978,41.68579,38.63426739,47.57811475,36.40497398,35.0008724,30.85842741,30.85842741,29.0648048,32.15427284,28.34585801,21.15409581,21.33818419,20.58215616,22.31330721,24.37009467,15.57390806,21.43273565,14.96404568,8.50747267,12.65056863
195,70.46967281,77.26313652,65.78857,51.79719377,42.69684998,44.07290182,56.55937942,40.48867327,35.84244422,33.71240987,37.29063154,39.64538142,25.46993058,25.19441061,28.28414856,30.11135148,31.211669,21.78680815,26.61460639,17.85250288,12.51741171,15.57675538
196,73.94379286,60.83603981,46.6136,44.48536542,45.4882233,42.41539987,43.31907807,33.07845911,41.66864149,34.36803304,34.54773666,33.79166364,26.78814436,25.10871069,24.15818147,26.45670748,28.91926366,18.84915276,23.1074485,17.94710991,11.73063216,13.85649609
197,71.48615863,64.97999313,61.44377,53.88906988,57.05895601,51.5457516,52.460438,40.67041447,45.89774962,37.44135924,36.58518038,41.24482567,28.76046503,27.20470958,28.70497417,29.39724724,31.70542395,19.03227263,26.89137273,19.04171163,11.40499046,16.23954446
198,61.22656639,53.20724931,36.9212,39.84659866,39.32471458,38.80904907,32.09534191,31.17456924,45.18801161,30.89465392,33.24461417,31.92635541,21.99330457,23.54359562,25.07523094,24.96316955,28.24120069,16.58125919,27.73850158,16.69991492,9.89939378,13.96313806
199,89.05490655,72.02230574,76.39727,53.85554249,63.28306277,49.61362674,63.09364758,41.6878,48.15998825,51.61135096,43.71513522,48.41921026,28.81100751,29.90388919,35.00465647,33.48565677,32.49584467,22.4416401,27.99052592,21.26599843,12.10516245,15.94609911
200,79.70764559,102.0424691,56.60463,74.45771188,61.20327981,47.86985859,47.52950401,39.70304217,67.23297006,42.16652451,49.10701125,60.57462145,28.40915517,32.91423577,33.18248133,36.04424364,39.56708028,21.58592962,29.94143881,23.76624182,13.44707297,17.43807843
201,58.73087976,52.97216066,44.07147,36.34506395,38.94757778,38.06329625,36.84196788,31.93267983,32.72852527,32.52148638,34.18009973,30.80627075,22.87237309,23.02094678,21.44054724,22.76166391,24.32763106,17.10611231,23.43373322,16.88892523,8.903209628,13.05580545
202,54.43209712,57.75032938,44.59021,44.90854615,42.05985609,39.60185138,39.92606413,31.41362718,34.55083272,31.0359876,31.28232261,31.83543188,23.21218785,22.1194173,23.48903886,22.33604339,23.26026141,17.85391859,21.2484594,15.51148414,10.31823209,12.33166681
203,69.13929444,73.92876243,49.78854,59.11005414,44.16980576,47.28221637,42.6374692,35.39563291,40.59491831,37.74686334,43.89647949,38.22447645,27.08131715,25.01668635,27.60870534,30.45001249,36.37351063,18.4454719,29.59743247,22.11928499,11.32392404,15.26934073
204,63.8256137,53.64977377,46.37229,47.03008619,41.68552426,35.39949636,32.78383091,30.65617814,37.5805495,29.54837187,30.94352928,27.39296044,23.5703355,16.6804812,22.79206349,21.47888807,24.83144952,15.41613088,23.15851757,15.48206102,9.079369984,10.87942551
205,74.48144831,71.59573788,55.49875,57.79520897,54.30976317,52.3619728,50.56615384,36.62349739,41.00986934,42.90330671,39.05959154,38.55231449,24.38197083,29.99007601,30.09047294,28.05461694,31.39468037,18.31565714,29.12664656,20.0788934,11.9738076,15.86521263
206,64.67896112,70.5723984,54.34289,46.20568822,44.42979517,46.15911505,48.72569345,32.53320906,45.01611428,39.03805145,40.02516442,36.86602186,24.63620739,27.24575218,26.3335585,26.48044392,30.72053379,20.50207942,27.53596123,20.3894094,11.53629504,16.50391863
207,88.30505211,78.06197218,55.35419,55.03418761,47.1444286,56.05813572,53.26440728,38.24665163,41.35151792,39.02323271,42.80960468,45.21534688,27.51360082,31.94694286,36.38406898,29.55993577,37.78774717,23.09515689,31.66006803,18.3999678,12.69470464,16.75110306
208,62.3105833,66.21611377,41.3408,39.13847484,44.53379093,36.70875804,39.44710145,29.4432647,33.47920533,31.80576795,31.80576795,32.58211088,22.55832176,24.63886683,21.64785605,21.46266685,24.70563846,16.75583976,25.25721294,16.11360638,10.0600712,13.99420183
209,77.85043474,70.01838941,57.78836,47.14630741,43.83487589,43.82577295,41.4613909,40.63056266,41.37702996,38.19499775,39.99150472,36.50171915,26.64535527,28.79991992,27.5959771,27.62701706,28.14207394,21.25621012,23.7075755,20.18363539,11.10812887,14.60095757
210,79.2310645,71.85297524,49.59148,42.27234616,41.79719401,42.40058114,44.62045407,33.82418547,36.56411661,38.31831079,37.06300519,36.47176413,23.83862075,26.43373051,26.45407716,28.26723933,27.76025336,20.34163221,25.87461435,19.18702785,10.51256127,14.15998907
211,80.438712,72.11251479,47.8185,41.19285425,47.03156806,42.67332524,42.06104688,35.58057601,40.33868915,37.78854103,38.51524119,36.89243097,23.98539238,25.19895149,27.38396335,26.6444291,27.30370402,21.51969781,23.87753051,19.4688696,11.42108202,14.37003405
212,80.57226584,71.83569553,53.39608,47.52394698,49.58155477,48.21624652,58.07213408,37.07480725,40.10459284,32.79968166,35.89126666,38.24805411,27.88576275,27.2070647,28.25858624,27.61712026,30.07226707,20.8075253,28.57695088,18.50560686,11.29677136,15.74652251
213,68.07001687,67.80632278,49.92516,43.24863616,47.06932937,42.60949884,41.54924483,34.44810713,39.97555341,36.78264002,38.48068179,36.73005997,24.14000206,25.94072443,27.05181199,32.21463272,29.00706466,21.0546621,23.90257682,19.52984869,11.80420718,13.21192347
214,112.6744879,97.47769015,62.47944,52.38171347,55.50124237,49.51645818,53.18843481,51.11852218,42.91760679,47.99100175,40.42362961,40.09187519,29.59875557,31.48332816,31.53426756,33.04524927,32.97483381,20.66902305,30.93723132,21.41736651,11.58467821,16.22325708
215,107.21389,83.2761557,70.70627,58.8013746,64.55853244,55.41389122,45.88338074,43.18121091,50.8259342,48.40285673,37.02910733,50.37930547,27.51000198,27.75594005,25.58568342,34.46117937,34.03821034,21.85751469,29.0441115,19.68867113,13.49193934,19.24823187
216,74.08107786,67.90523784,49.61199,48.37861751,47.5322296,46.45633653,37.54543439,31.72370921,33.69317198,36.26477816,31.21637924,33.28944084,24.57826614,28.79960237,24.27618094,26.80934045,24.89708328,18.92150258,22.84800686,18.90947824,8.897335058,15.73950742
217,87.47636729,75.42905348,61.11413,46.74559294,53.21553192,46.10714363,42.26147026,34.89452152,46.77118172,46.33574908,37.44127986,37.65390224,27.04360877,36.38613302,32.47999392,35.37676548,35.20343921,21.04249486,34.22423839,22.85601427,10.87359857,15.22217746
218,70.96755584,61.61786038,49.23548,37.12574665,47.96885303,50.41010727,42.26567773,30.37052057,38.09737934,30.45710432,33.8654927,29.97443696,20.27716807,24.96500601,23.4218359,24.06925848,25.43873185,19.1218704,23.80428363,18.87457218,9.639692807,13.92440294
219,71.38385643,61.39060449,57.62815,41.09814666,48.99412424,40.91082198,52.15522499,31.03360602,52.15522499,30.25054174,33.85959166,30.81140439,24.53039898,21.12228581,23.93071389,23.31058425,26.22960508,14.81898879,22.10658586,15.44884853,8.513191114,14.13079352
220,73.07864337,55.4345316,52.5063,46.97141987,34.95115025,45.8742778,39.23352644,29.66247613,49.08287788,31.70576795,45.62003065,44.04794813,28.12775798,23.48013174,26.81164264,23.96003382,41.36321678,17.59536078,22.97867899,17.66849124,8.59120646,15.75908139
221,108.9423366,76.20174465,68.25374,50.53664868,59.66993769,58.18949317,44.35416669,39.24744546,48.23482286,38.76117927,36.97041456,43.17388093,28.57734781,28.52669949,26.35489484,28.52378867,31.96274069,21.27176715,31.74527576,19.93082513,10.68096561,15.54919253
222,84.70994767,66.88565596,55.18555,50.80010462,45.70780519,45.76575703,45.02063929,50.80010462,38.68036424,39.18287812,38.15975033,37.54855691,29.69372778,29.55464337,34.70441832,25.39617033,30.60563567,22.96760198,24.27133839,25.10486576,10.19414371,14.7164061
223,90.90007718,97.59536678,74.37102,54.20812253,53.03969176,49.0504619,49.01444708,55.26144349,48.94490487,35.41534712,40.68322209,42.09999898,33.08047022,33.91061045,35.67022936,26.95681332,29.47710963,20.32077749,25.2054241,20.50194975,12.72204521,17.26021392
224,68.03580147,68.25024974,64.21066,42.62654038,51.37311334,57.1972201,43.29407146,47.80391522,43.08782642,38.1815815,40.89669126,41.85011807,33.77552181,28.28735047,35.56776839,25.37632116,27.00410096,19.69865261,26.71444762,16.92184135,10.64370443,13.02827701
225,96.41227604,85.58986297,94.1416,61.2122769,71.34834439,59.67954341,66.52503147,48.92365587,45.18380414,39.06046479,47.1191309,50.88250737,32.19031412,35.73008646,59.66713272,35.06596898,36.2611264,23.38505103,28.67287573,23.46588459,10.6818415,28.1172261
226,116.9493753,105.5601456,88.69275,55.13318205,56.83572236,71.18846083,73.09571138,39.40600593,75.5410937,54.06133767,54.97144614,50.15900911,35.72100998,35.55080623,34.77253157,43.69899338,31.34487884,26.12860746,34.55051517,23.27481817,15.49519677,18.62754123
227,89.27877529,75.71336149,58.85552,51.78446554,46.78962575,47.10709068,46.2960825,38.38518033,56.45040879,51.22815436,48.50558231,42.0945478,32.52063959,41.69655893,37.78695331,35.51248922,29.22868413,20.91021648,32.99333077,19.44088865,11.71571022,18.86794609
228,91.4709954,102.516007,62.61148,45.25861229,51.28393631,50.55067356,60.39187469,34.12815477,52.23693972,48.78263973,41.64908605,53.85215535,26.24209516,38.15715705,35.18708568,34.912304,38.36170852,20.73108973,41.77017628,26.29138862,11.01202143,18.82470185
229,106.4251099,84.15961691,98.97216,71.95342509,55.30100422,54.71449987,51.18539172,47.40717006,46.02791632,47.03596076,42.29780263,57.92270302,34.89449505,34.79602985,36.09655906,35.97581284,44.41624661,25.90512507,33.84678404,20.58191271,13.98598802,23.02336806
230,101.342919,53.10867826,71.21347,49.17747962,50.15210252,54.39703494,56.86676232,39.33971855,61.64569843,39.92074526,44.25175865,39.92849864,29.67679208,27.2994701,28.78997019,39.38234887,26.3226191,21.0245192,34.41794042,21.5206478,11.42496135,17.82115596
231,85.94929667,82.08875165,71.76171,43.91931622,40.20455049,52.67864387,51.63244119,32.02947792,47.98991681,35.95332011,40.46469868,56.98181921,26.79428355,29.74638721,28.78443963,27.85837456,27.34307952,19.40908924,25.23673133,18.48021389,11.18271473,12.34762341
232,93.46146902,65.81391743,54.69444,62.42090349,49.75601891,52.72000402,45.51743737,38.37565401,37.28245477,34.98650352,35.96798008,41.05890348,26.88102608,31.74905983,31.16070313,27.71606178,27.35559606,24.40861015,26.48319597,16.77386834,11.28438448,16.42612821
233,101.8532921,110.5649881,68.24448,72.98195113,67.69534104,52.72908049,50.06369289,38.49367464,47.73053602,43.844905,61.08502101,52.85763301,33.81344189,31.26377273,45.80444451,38.80767305,45.72656677,23.48123256,34.22079832,19.99814982,12.1712593,22.37891187
234,105.5969543,107.6986214,76.44395,73.05294875,60.9746479,80.31733068,70.11632537,48.35400783,91.4151076,49.49272174,58.69542065,46.41664349,42.43151525,36.80902266,44.10724953,37.89814674,38.2249263,26.26929547,33.87988804,23.38962632,13.57807324,17.77205567
235,93.11907687,71.40200938,59.13503,44.69912567,50.48428033,45.71405023,63.18285108,38.96567781,44.61555859,34.56020027,41.80502677,39.09568574,24.76519654,28.03093343,26.9941777,29.53551132,29.14310594,19.3222541,25.07568079,18.66828481,10.67594841,14.99498244
236,77.15662687,62.31865422,52.3643,43.60354486,55.69706137,42.67652715,40.11614086,36.5094196,44.69732625,39.89253674,40.13521999,38.17073207,29.28499532,30.02871057,28.69325149,25.00516743,32.25287035,19.91011595,25.82617297,18.60352694,10.72666817,15.4642018
237,82.12751852,79.58396208,62.7114,46.70058103,49.7250848,50.18756163,38.39724702,36.20743495,38.20910201,39.19650606,39.62595829,31.67448984,24.69452705,28.91360078,31.67448984,27.87001785,25.92229363,18.81907337,25.85424653,16.03326767,10.65054751,11.47851785
238,105.9537418,79.98197742,40.8657,41.52863091,46.7923778,45.1584006,47.02172418,41.01574391,67.34487797,38.1509914,43.10100451,42.52201538,32.80026383,34.32270359,29.61182781,34.09518309,37.18457174,22.48647471,27.11016076,21.5430135,10.04242103,14.2013598
239,95.93109056,75.03701856,60.81942,73.9956849,51.05482808,52.41608764,51.67909375,42.33490239,34.11132492,36.85469612,36.12251831,47.16811211,30.30764679,27.63508798,27.01667042,31.67229349,28.51198661,22.0455168,26.83852806,20.14965286,10.65711009,14.43508565
240,70.79825179,58.08398907,55.49968,32.55297619,42.85149407,50.70711706,43.64580471,27.78076143,47.22865723,35.38827646,32.95186477,31.01214532,22.42416987,26.85030366,30.59309267,26.25320392,24.19903355,17.18672358,26.18824758,17.26717079,10.03723448,11.9660701
241,87.45054035,73.20899532,64.13403,57.56430133,51.55406067,63.24069707,49.68303664,43.37740038,62.88589422,34.82204202,36.3799409,42.51603496,26.87544259,28.53093342,27.69232534,29.33580241,35.02259772,20.4743578,28.57517793,19.50981165,13.17284964,15.6865966
242,76.37665864,77.03461047,48.71969,48.24487843,64.47766449,45.41508226,38.97192285,36.14736615,54.35736836,35.73778691,38.83021869,40.29417738,32.70624425,26.74458787,25.96890649,24.76127222,24.35259004,17.80135707,27.0568927,17.25478392,10.29524188,13.09027489
243,62.54482516,66.73386978,74.37182,55.28840829,50.33101228,43.91865467,63.58869917,42.00007837,47.91878688,41.8451432,50.3945476,37.32643466,26.87075881,23.57056572,41.40693205,23.71596132,23.9611267,21.67134904,29.93209771,16.06641136,8.996808462,13.26600391
244,102.9754937,69.99893982,102.53472,54.55247288,58.07435689,58.69449448,59.56030552,49.37192259,58.32855111,88.63704469,45.96917062,44.78991688,29.23106571,37.00121636,44.0904726,38.28240182,39.99198104,31.44593732,35.01296554,23.8438814,13.84825052,15.45496126
245,88.32556018,66.70817515,66.20601,61.6450898,52.99968117,54.82542868,55.73810397,43.85837417,41.29957561,43.52167135,47.01767549,41.55551633,28.13114512,33.56395791,28.06311125,27.57197605,29.38600088,21.7801556,30.0633229,20.50569942,10.82714713,15.61654633
246,90.22447519,83.65691779,97.20161,62.31637848,69.05003802,55.65609815,64.42235885,45.14059166,62.1047352,37.82638172,41.89785556,50.00923404,31.56843004,34.3068793,34.53196529,52.06755629,32.24556683,23.41899917,29.58668888,22.84225401,16.1401134,17.76636633
247,94.94837029,73.72886829,72.49418,48.23267943,40.5624494,40.24368783,48.91301813,35.73045693,65.10161261,38.40219542,39.28642403,39.8032274,25.98914729,24.69953102,37.86652462,29.78205802,28.0632171,18.87691672,24.73682925,17.77864736,10.00664966,18.15698818
248,86.12137923,77.49695499,60.64191,49.247948,41.74987991,47.04212641,54.46655068,38.70613825,50.43453172,49.26168179,46.31645826,47.55395492,29.87763886,43.14006246,33.38705926,32.15289681,31.18547159,20.75919241,34.02791661,18.66251079,10.74308257,17.4698117
249,71.98364472,55.07380126,36.89878,42.77816779,30.98875289,38.40206311,31.31489736,24.31877951,31.53998336,30.00145468,32.13061579,25.26906263,12.99698566,19.26882462,22.79829265,20.09272775,23.04508809,13.06076973,20.03974019,13.80115076,7.867885493,13.01263266
250,102.9168538,73.23011201,58.55771,61.47372172,60.85795036,52.02000403,53.35863856,45.94498433,35.30290997,39.68271933,39.33789267,46.43590785,39.77372224,29.39621522,29.30124301,40.34659865,30.78237554,24.20500868,28.35009193,18.70115065,9.534646501,18.29108715
251,79.30690467,71.48361827,51.28833,44.18438633,39.87287546,50.9367016,39.33701942,42.77340463,35.72193615,40.26152324,31.27226704,34.51407696,23.14464617,30.87266398,27.48790619,23.20470968,26.42509595,18.53719193,23.88108966,16.82093106,13.40093908,12.96084382
252,107.4940964,108.4453533,94.20148,63.86551843,59.73950636,68.47369509,80.65432459,60.47152539,54.64543398,57.20560856,55.184783,68.66062284,34.57740059,41.85956501,43.89010214,42.31667005,46.50169244,26.88359289,39.66726551,26.25243652,17.03243939,21.20114529
253,76.79772241,92.56244814,89.07052,62.58689978,50.60510595,46.96440744,69.6935945,44.17864407,47.2233119,41.93005985,37.41831082,40.65715699,33.64175626,27.96647193,30.50428611,32.71156311,28.24961562,24.21659904,30.29989342,19.4175809,9.114040531,16.85132005
254,130.3907087,109.4904975,105.5009,71.12466089,77.06842893,68.46369244,69.61587553,66.41815134,61.42881566,74.39724615,50.41373257,70.99396494,42.77671238,48.26882656,57.69968106,41.62587885,41.21005457,30.05959176,40.16453991,28.95551663,17.91345286,25.07785861
255,65.836516,62.60473519,70.76001,42.10142793,58.08025792,53.2460691,56.86596846,34.8938335,58.41693428,33.45130906,37.86639231,48.97814118,27.79055238,27.40325417,25.89657783,23.07628417,33.41897246,17.70567303,34.00187798,21.89330987,11.56362502,15.54610441
256,69.0136792,57.10235374,52.40529,41.03847479,49.00354472,46.2532934,42.63394975,40.40097812,37.89317188,34.52561441,32.1482395,33.60418019,24.78925846,26.772373,30.02860472,27.33532614,29.94236498,16.75915281,25.01920818,18.30610435,9.802939694,15.63939364
257,99.44784094,101.2528951,60.88298,56.58827595,65.79033977,64.14432234,59.64905915,48.39700862,58.8551719,47.54273502,42.94760415,42.46835039,33.21418284,33.9671598,33.64768376,37.36657755,31.1219098,22.71627095,30.32106304,19.91857851,12.45289464,16.51130153
258,98.66522651,92.10097686,96.81347,62.98480927,61.15869129,44.69793488,55.82900103,55.8591942,53.57549487,49.39886094,42.10714373,43.05429904,35.1521558,32.50111062,44.5227298,34.59285441,40.30404771,27.6996024,34.09925824,22.68698013,12.76537413,19.40460657
259,110.993911,93.65720863,68.44316,63.03696592,63.07165764,61.82413187,66.63704522,53.60769915,49.79216603,47.51598191,47.23532566,63.22474046,35.27957046,39.75892997,48.27014966,33.53836913,35.4637197,32.26033264,31.43860734,24.47101026,13.53283376,20.07123
260,94.90224697,71.70515836,60.44056,54.7549603,47.14895361,48.6310917,50.78229567,41.44294687,54.22296773,35.42529684,52.47493919,47.7819782,30.33760181,28.63175374,32.3630053,29.35940654,29.00423322,20.40641125,28.73281222,20.86369889,10.58289204,15.33466753
261,97.09904501,90.93302241,67.14914,53.2225179,63.35623027,70.68893716,80.91793929,45.82513782,57.72894806,46.85236722,57.53746884,65.78128975,32.61611458,39.01751692,34.95369061,36.5622378,39.0594063,26.48676834,34.56316402,25.62730819,15.17843837,19.85839857
262,64.98811698,57.23130319,42.90188,40.29126655,44.70431223,34.40923441,41.81124535,30.39947002,38.87062621,30.0441644,35.55818914,32.06229083,19.38859175,22.65604602,26.96975325,24.57857046,25.07076679,15.73680301,22.22947816,17.04232295,10.75588225,13.86994145
263,88.60166496,63.36620646,61.33715,45.0973527,57.06959375,43.78285155,48.32434389,37.48457173,45.26136434,33.0167232,37.62415892,37.06456645,25.34166914,26.88838252,30.35075343,25.70425712,28.62151293,21.21052608,24.24948605,19.57288124,10.28454063,14.34537409
264,114.909206,92.29110652,75.29727,77.6527634,72.6106889,90.89007454,70.75286942,53.79343611,47.62032168,47.74008881,47.32593164,53.30817547,37.48655638,45.28727067,36.28967893,33.51471208,37.670441,28.55194427,38.16364025,28.13926897,14.60875328,23.62354534
265,105.8430776,106.7453004,81.90214,61.69068387,67.40780466,56.70968373,60.9409882,54.241941,63.55125541,41.82286218,55.1132826,50.96731816,38.37083792,30.80044911,34.25911534,38.75318774,39.79550049,17.80644043,36.28150216,23.71359032,11.70344243,19.03216413
266,72.67562671,74.15538323,53.27071,47.50097794,55.7424702,44.86247576,60.39684956,35.14101529,45.22643447,41.72116861,42.19102835,35.27602455,21.9986155,39.5646987,28.42394745,25.84949924,32.34585791,17.20651718,31.88721807,18.0086844,10.48202938,15.39696708
267,109.3667081,78.17110157,77.02924,54.11696085,58.97951696,57.8815281,61.54236421,40.46856213,51.88322182,46.04397877,59.24773606,48.20592633,30.8024073,33.13355305,42.60883728,36.39888771,31.88237552,21.56428633,33.79195473,20.14367244,11.57054484,18.72697229
268,65.92831277,62.61336181,57.23564,57.77245163,45.16925003,49.56866776,44.62966285,36.81563817,33.80097828,43.08811751,41.25289659,39.93352642,24.10437624,29.38073493,25.65045717,23.70916852,30.40526521,18.38198421,37.82630234,17.96462513,9.528036287,16.07855478
269,101.0815535,113.5315664,80.50153,58.42196207,54.06057027,72.35760608,65.71158878,45.88523308,53.05747424,51.872293,55.49158373,56.14479885,33.19677083,35.13659613,29.30965793,40.89483891,36.42188321,27.15466989,31.74842474,24.76121401,12.76146569,20.23536601
270,92.62084983,83.77763756,64.15229,49.79052539,60.84826526,46.09372738,62.0454338,39.17488659,70.6847297,50.66162883,36.31328306,56.1741717,29.9948921,29.88139647,34.79637386,33.27478088,34.83955989,22.76889598,42.97292831,23.52469379,12.28809973,19.06789581
271,111.6798597,87.65972267,63.14771,68.60320024,67.32905367,54.26784732,57.36268715,53.25887672,58.61696074,46.96162892,57.22714865,48.4683767,39.72180375,35.40399491,44.61682877,33.33582878,36.70735555,24.63377553,32.66864171,23.40131195,11.53568906,19.92895956
272,72.23937375,74.30502598,59.87841,43.78002011,50.10621736,41.65522524,47.38314254,33.3615234,39.45911521,31.72431783,35.02145986,44.21248901,25.68684246,25.16670487,29.25594002,22.52105,28.9248736,15.46590066,31.5661543,17.49680296,10.30648559,14.01027487
273,72.98607921,61.61876008,50.45231,42.2464663,53.56694763,43.58684732,41.43778677,33.84564618,42.34167667,34.11196001,34.60224843,43.83712516,23.02881394,28.84469366,34.28737678,27.76030629,38.36094112,19.0635481,27.84104193,22.6801741,10.16575789,16.56501945
274,82.35911417,66.37327174,48.63239,50.15877095,53.07602412,57.80195679,38.09576515,49.52405278,40.76067644,36.21518833,38.51632614,39.76869446,25.77901499,29.2813171,27.33506152,28.28226976,28.33048357,19.96373331,23.48434185,16.84739573,12.01652789,16.69331
275,96.60579284,79.24710049,59.85358,45.8583212,68.90499965,40.49296012,39.45522529,35.57462205,38.85742166,57.08557681,38.90246003,44.91555858,28.30338645,25.13766809,32.64239138,33.50478882,35.60830821,22.51262449,24.27158978,19.37366717,10.11035964,22.98418044
276,115.9578696,102.7615482,78.49561,52.84207334,70.10656088,70.62556061,57.15697136,41.75744805,50.05596597,44.64151784,56.87107563,41.77591854,37.63979798,38.91148358,47.40108379,31.73297092,39.12550845,23.2601291,43.84572532,22.26375707,12.9920452,16.85637429
277,94.97766375,68.47594436,66.98809,52.55768595,64.77557398,59.81685486,46.32026879,42.84088279,47.06644501,38.04061829,38.01738463,38.93344706,31.23080104,27.66837721,27.18581569,32.37483383,33.93209762,20.58866052,25.25641643,20.55275155,11.63773986,16.45375986
278,74.59841047,73.87157799,55.28679,48.08692659,55.49081633,52.86223741,49.03294404,36.65964452,44.8290013,50.72651372,39.96242295,33.823815,28.54990669,29.34128005,32.58301059,27.53416181,27.15742194,21.31303203,24.44645614,17.75976935,10.78741704,14.83148945
279,97.09825115,84.74381906,64.99206,42.94059171,54.43093279,52.15027659,47.76464557,39.12614353,45.79076364,52.79515617,38.81963388,40.27155235,25.26626295,30.25670739,27.47856509,27.80904934,35.04000974,20.58491879,26.64786916,18.88981431,10.13156631,16.75851243
280,71.90166537,88.17536172,72.46573,62.53778626,52.80552928,52.82442317,47.90537063,38.84376725,40.03008635,44.17597141,41.04413767,39.64847747,27.45715731,26.78367228,29.84458779,25.36823701,25.40131455,20.21277538,28.45355845,21.45995714,11.30391875,14.17470725
